feature_id,layer_id,layer_name,inferred_class,geometry_type,latitude,longitude,title,text_content,image_count,video_count,link_count,image_urls,video_urls,other_urls,source_url,mymaps_url,access_mode,extracted_at
44A02E8EB4000567,njTOiP47MDE,Жилые дома. Видео и фото разрушенных домов Мариуполя/Residential buildings. Video and photos of destroyed houses in Mariupol,demolished_after_occupation,Point,47.1008755,37.6297649,"Призрак квартала (3 видео). Снесено всё: Меотиды от 8 до 22, Азовстальская от 7 до 33, Ломизова от 5 до 19","0 | njTOiP47MDE | 44A02E8EB4000567 | Призрак квартала (3 видео). Снесено всё: Меотиды от 8 до 22, Азовстальская от 7 до 33, Ломизова от 5 до 19 | Призрак квартала (3 видео). Снесено всё: Меотиды от 8 до 22, Азовстальская от 7 до 33, Ломизова от 5 до 19 | 🌐 сайт проекта: https://www.mariupoldestruction.com/ 📩 Прислать свои материалы для карты на почту: t9036086711@gmail.com 💌 или в Телеграм: http://telegram.me/MariupolDestructionBot 💰 Поддержать проект можно тут: https://www.patreon.com/MariupolDestruction",0,0,3,,,https://www.mariupoldestruction.com/ | http://telegram.me/MariupolDestructionBot | https://www.patreon.com/MariupolDestruction,https://www.mariupoldestruction.com/map,https://www.google.com/maps/d/viewer?mid=1n0elDNzvK4vQYmWxCn2792ljSXNJK4x3,public_google_mymaps_embed_capture,2026-06-29T14:58:17.197Z
4BD0CE16662ED078,njTOiP47MDE,Жилые дома. Видео и фото разрушенных домов Мариуполя/Residential buildings. Video and photos of destroyed houses in Mariupol,residential_damage,Point,47.0961281,37.541795,"Панорама города с Гипромеза, 12 марта 22г.","0 | njTOiP47MDE | 4BD0CE16662ED078 | Панорама города с Гипромеза, 12 марта 22г. | Панорама города с Гипромеза, 12 марта 22г. | 🌐 сайт проекта: https://www.mariupoldestruction.com/ 📩 Прислать свои материалы для карты на почту: t9036086711@gmail.com 💌 или в Телеграм: http://telegram.me/MariupolDestructionBot 💰 Поддержать проект можно тут: https://www.patreon.com/MariupolDestruction",0,0,3,,,https://www.mariupoldestruction.com/ | http://telegram.me/MariupolDestructionBot | https://www.patreon.com/MariupolDestruction,https://www.mariupoldestruction.com/map,https://www.google.com/maps/d/viewer?mid=1n0elDNzvK4vQYmWxCn2792ljSXNJK4x3,public_google_mymaps_embed_capture,2026-06-29T14:58:17.197Z
55F719016412C358,njTOiP47MDE,Жилые дома. Видео и фото разрушенных домов Мариуполя/Residential buildings. Video and photos of destroyed houses in Mariupol,residential_damage,Point,47.1011014,37.5469137,24 и 25 февраля. У Центрального рынка. Митрополитская/Металлургов,0 | njTOiP47MDE | 55F719016412C358 | 24 и 25 февраля. У Центрального рынка. Митрополитская/Металлургов | 24 и 25 февраля. У Центрального рынка. Митрополитская/Металлургов | 🌐 сайт проекта: https://www.mariupoldestruction.com/ 📩 Прислать свои материалы для карты на почту: t9036086711@gmail.com 💌 или в Телеграм: http://telegram.me/MariupolDestructionBot 💰 Поддержать проект можно тут: https://www.patreon.com/MariupolDestruction,0,0,3,,,https://www.mariupoldestruction.com/ | http://telegram.me/MariupolDestructionBot | https://www.patreon.com/MariupolDestruction,https://www.mariupoldestruction.com/map,https://www.google.com/maps/d/viewer?mid=1n0elDNzvK4vQYmWxCn2792ljSXNJK4x3,public_google_mymaps_embed_capture,2026-06-29T14:58:17.197Z
4C50E144279DF13C,njTOiP47MDE,Жилые дома. Видео и фото разрушенных домов Мариуполя/Residential buildings. Video and photos of destroyed houses in Mariupol,residential_damage,Point,47.0991356,37.5479909,"Поцелуй, разбитый БТР, разрушенные дома, церковь... Николаевская ул.","0 | njTOiP47MDE | 4C50E144279DF13C | Поцелуй, разбитый БТР, разрушенные дома, церковь... Николаевская ул. | Поцелуй, разбитый БТР, разрушенные дома, церковь... Николаевская ул. | Март 2022 года 🌐 сайт проекта: https://www.mariupoldestruction.com/ 📩 Прислать свои материалы для карты на почту: t9036086711@gmail.com 💌 или в Телеграм: http://telegram.me/MariupolDestructionBot 💰 Поддержать проект можно тут: https://www.patreon.com/MariupolDestruction",1,0,3,https://mymaps.usercontent.google.com/hostedimage/m/*/6AE5a_Gxibtx2V5GKyL3nYrCHCgQuQCFKF_Mf4cldVcrAxpobX57EbMAq1VOrzAXUupp6E4_BLJrOPtYeUj2GYaZLonFOqG3c2Ny9K9x4V20xChMKbrbiWyuwpFcXa0igt5mXsDe2tGRyDl3TDB3iefG_m1yeM3ZzkuU8UrQ3GQ09JUiR2iT_ytwBfN8zuLb-v8yt6pPZi7YXujh7-Am7fW1ehW7eeJLWZfwtBq39FU8xzETaej7ODFmexvPWpGAVZp_Rq5qj5IbAqLjeCfwQ?fife,,https://www.mariupoldestruction.com/ | http://telegram.me/MariupolDestructionBot | https://www.patreon.com/MariupolDestruction,https://www.mariupoldestruction.com/map,https://www.google.com/maps/d/viewer?mid=1n0elDNzvK4vQYmWxCn2792ljSXNJK4x3,public_google_mymaps_embed_capture,2026-06-29T14:58:17.197Z
54B6F3354500DF7E,njTOiP47MDE,Жилые дома. Видео и фото разрушенных домов Мариуполя/Residential buildings. Video and photos of destroyed houses in Mariupol,residential_damage,Point,47.1115752,37.6190755,"6-й участок. Руины, 2025 год","0 | njTOiP47MDE | 54B6F3354500DF7E | 6-й участок. Руины, 2025 год | 6-й участок. Руины, 2025 год | Свидетель: Это руины, прилегающего к Азовстали 6 участка. Эти дома 1938 года постройки из шлакоблоков на известковом цементе не имели подвалов, зато имели деревянные лестницы в подъезде и перегородки/перекрытия из дерева. Поэтому они не могли быть укрытием для людей, живущих там. На, примерно 3.13 минуте, видны руины ресторанно-гостиничного комплекса в проулке Короленко, 4 (не помню уже название). Эти дома были построены для ИТР и квалифицированных работников МК ""Азовсталь"" вместе с целым архитектурным комплексом тех лет: парком, танц.площадкой, продуктовыми магазинами и училищем. Здесь кстати снимась криминальная сага ""Однажды в Ростове"". 🌐 сайт проекта: https://www.mariupoldestruction.com/ 📩 Прислать свои материалы для карты на почту: t9036086711@gmail.com 💌 или в Телеграм: http://telegram.me/MariupolDestructionBot 💰 Поддержать проект можно тут: https://www.patreon.com/MariupolDestruction",0,0,3,,,https://www.mariupoldestruction.com/ | http://telegram.me/MariupolDestructionBot | https://www.patreon.com/MariupolDestruction,https://www.mariupoldestruction.com/map,https://www.google.com/maps/d/viewer?mid=1n0elDNzvK4vQYmWxCn2792ljSXNJK4x3,public_google_mymaps_embed_capture,2026-06-29T14:58:17.199Z
44A02E8EAE000002,njTOiP47MDE,Жилые дома. Видео и фото разрушенных домов Мариуполя/Residential buildings. Video and photos of destroyed houses in Mariupol,residential_damage,Point,47.1194048,37.687389,"9-го Травня, 5 (фото+видео)","0 | njTOiP47MDE | 44A02E8EAE000002 | 9-го Травня, 5 (фото+видео) | 9-го Травня, 5 (фото+видео) | Очевидцы: ""7.04.22 звонила свекровь 9 мая 5/3 , 2 подъезд .Дом целый, было одно попадание( между 5 и 6 этажом, подъезд не уточнила) . Очень дружно , сплоченно с соседями, не голодали. Света нет, дают гуманитарку. Им предлагали эвакуацию. Не эвакуируются"" ""8.04.22 - 9 мая 5/1 1 подъезд. Обвал лестницы с 4 по 8 этаж. Без жертв"" 🌐 сайт проекта: https://www.mariupoldestruction.com/ 📩 Прислать свои материалы для карты на почту: t9036086711@gmail.com 💌 или в Телеграм: http://telegram.me/MariupolDestructionBot 💰 Поддержать проект можно тут: https://www.patreon.com/MariupolDestruction",5,0,3,https://mymaps.usercontent.google.com/hostedimage/m/*/6AE5a_GxK_evgqyVMTXvuGHvBP96AsEO4e9LuXyvvJ96LY9pbmrFwFLqfli1EOyC4SZHhUieJP52U7-2Vr-AfpacXlPwX5Nr8SsueaBKGVGz9L9VcKBLcwSdMaMqz8ZOYVp8S6rsD5JmfscC95u351JdKmXGm1Eq4N12Xo_aRVMVCybOGb0l23vCP1z3_GAnGti_I5GiUGXO62pHuvIKZkmO9gda2cxJ8bdK2?fife | https://mymaps.usercontent.google.com/hostedimage/m/*/6AE5a_GxjLbxweSwXkHN85DEgrWoLF_7lueILPx04mq3fpn5ejroNya5u3lUcOh9zpcrCRCCuF4oT832NXX46xWhf7U0qVMFrZNcAK1aeCNEi9cSBwnDN8NxUHp4uq46dW1iJK4-aFvb0rcuDjHSn8OqHOa-3G8_OOMnLPA6YYxnovoDjEQUHpB3RxWLGAouGwyN5foZe_1q6Hcbx9zYXM8cx8Hh33YwaK2JDkXMdWBTE5VAppVjQeuACA3iIq9QpoH2HG4qYGMrjmmejskw0?fife | https://mymaps.usercontent.google.com/hostedimage/m/*/6AE5a_GyUU0KzaHpPjEbi570bbJAprtBqbjwbkx7S9SFN3R5ujURHS7hnoIOXI6vAtoGMBHInAAlUkb2go0zNq-BJSBmZ8ht26ANb5tavBz_4dGS5V91e_3-Vzyy1CC7PBLstK9HY-h1O8PrHIK3REGjhBGIiDI_jJzvRgY0HH1Wo-looP-VtzWuWjHFaXXXOwReTQGePZELAaRmsXolZI3eIxw6STgAREdLcyWsFjOxRZ_c3u-QX2fOJ7ZDVzNBayyKe8epLKcWp9ADYmnHj?fife | https://mymaps.usercontent.google.com/hostedimage/m/*/6AE5a_GzS35SosC38pBNF7UXRm85iySPgn2fEoLiglaCVz7aPVBrHQIYhwci790KNSTjusGwU-QfBWoVMol80HoUfeFgIKlbWjXyOUR13fblwMrm-o5YwfucnWRa2rnBjq7rG-AR-FP-7ZmtoWW3H11mlQakc7jqaS8TFt61oVJXBhP9dFmhcPx6JTNUEpx39-Z8klDUfcfP_tsNlob98Jrx08LqGDLYKm3wLCliUQVaZegh2ObPG0MqPxt8R_HzkgtZDGHdBpDDvjmBsy9SF?fife | https://mymaps.usercontent.google.com/hostedimage/m/*/6AE5a_GzjJ2f8J0wXxCXfnMc289qdnq-SzYNxfUryVCEIYcQcKLJo-HdAYFkdBDzHfuty_51r35Lz4snVFWPhNJ-w7_nPQ2SkgpTfaYEAKkZ6qIi0kRQ6KGd0h5mfLexILI4HtyZ6Weve8B5bYa_0ahAiPu48GyZXbMNbULBHtsPU5-LQgYIDu79H0vlyjgzGUyGv1D73Uyvjq_PsVXh_5r1VnJPO3Y1hFe0HxNmMhhJqNykigiaUgWziur7dtrVjAOzDOJr1mNDre6x5n5Ep?fife,,https://www.mariupoldestruction.com/ | http://telegram.me/MariupolDestructionBot | https://www.patreon.com/MariupolDestruction,https://www.mariupoldestruction.com/map,https://www.google.com/maps/d/viewer?mid=1n0elDNzvK4vQYmWxCn2792ljSXNJK4x3,public_google_mymaps_embed_capture,2026-06-29T14:58:17.199Z
44A02E8EAE000003,njTOiP47MDE,Жилые дома. Видео и фото разрушенных домов Мариуполя/Residential buildings. Video and photos of destroyed houses in Mariupol,residential_damage,Point,47.1209364,37.6872856,"9-го Травня, 10","0 | njTOiP47MDE | 44A02E8EAE000003 | 9-го Травня, 10 | 9-го Травня, 10 | 03.05.22г. 🌐 сайт проекта: https://www.mariupoldestruction.com/ 📩 Прислать свои материалы для карты на почту: t9036086711@gmail.com 💌 или в Телеграм: http://telegram.me/MariupolDestructionBot 💰 Поддержать проект можно тут: https://www.patreon.com/MariupolDestruction",1,0,3,https://mymaps.usercontent.google.com/hostedimage/m/*/6AE5a_GwP__Lg4UqNyqIZGLE2Q5Hd1ZSlwS9jR0NGbkAEl2V0_2XxbERt_nWipXBiifWUYviswRVOjbYyHjPwMJRJxo9dUYN-jINdYMQHVEpdaL_I98oEwfvRn3E7D4Q0h1I51y4M7O8AqKtY8ler9mwYFpS6GmMglXt7o6i7VfpyG677LsjBJRHGNcJJUzXIbAh3ualcz8kDVs4C4MmqYlwVmW5PHnJF8oPP?fife,,https://www.mariupoldestruction.com/ | http://telegram.me/MariupolDestructionBot | https://www.patreon.com/MariupolDestruction,https://www.mariupoldestruction.com/map,https://www.google.com/maps/d/viewer?mid=1n0elDNzvK4vQYmWxCn2792ljSXNJK4x3,public_google_mymaps_embed_capture,2026-06-29T14:58:17.199Z
4B6A24E6667B1696,njTOiP47MDE,Жилые дома. Видео и фото разрушенных домов Мариуполя/Residential buildings. Video and photos of destroyed houses in Mariupol,residential_damage,Point,47.1188312,37.6889252,"9-го Травня (Мая), 13","0 | njTOiP47MDE | 4B6A24E6667B1696 | 9-го Травня (Мая), 13 | 9-го Травня (Мая), 13 | видео + 1и2 фото 25 февраля 22г. Свидетель: Это попало в квартиру подруги. Слава Богу, их уже не было в квартире, утром выехали к родственникам в центр. Придет был в районе 12 часов дня 24 февраля 🌐 сайт проекта: https://www.mariupoldestruction.com/ 📩 Прислать свои материалы для карты на почту: t9036086711@gmail.com 💌 или в Телеграм: http://telegram.me/MariupolDestructionBot 💰 Поддержать проект можно тут: https://www.patreon.com/MariupolDestruction",2,0,3,https://mymaps.usercontent.google.com/hostedimage/m/*/6AE5a_Gxlx54d3e0aBnVmuKQOwxlulVca6iLvE9UxHv4K9rt12-Wct7pq0UTlFASX-ULSYW_d9zEMXNi5yilPpIDgoVOmv6W-gQvSOXAXhWc1RSBziC2RMXylaRIrqkz37Oh3Vt-dtDr8tMJM0eKKbC0MOVlTfhDAONYkYcboUIpOxH8QISwl30eqrzZcH5cm9D_mUjxrG3-UgHeRqPkHqifJg98hgmRv9urE1G7uE8KUCDrDgSpwGKO1rmrUPMRUNxbCTXGV_tPPchPbk6W-?fife | https://mymaps.usercontent.google.com/hostedimage/m/*/6AE5a_GwNaRdeq9xJsCpExrhxAcVWoby8zTcLkmDO7lwr1UYAtSZzjlw0cXbJrVc8vVFtR01efx9crhDZ9AdzwSZJN7ZPLOqOtlFHCODR57TpWtI6d9KnMuwmorVHsVJsumZj9ThdxKdS0250526cw-AY2ov63c_H7I5-OW-W7SNql1GnWXXm-XyYKhiqCwKS3Op1GMFFJZp0rObkuBq5U1Dt0eNQf_BeLhOh0W5_X2StV75ouzVHenAYzHTnB0SpK7GCwmIuU-dy8lK5e9d1?fife,,https://www.mariupoldestruction.com/ | http://telegram.me/MariupolDestructionBot | https://www.patreon.com/MariupolDestruction,https://www.mariupoldestruction.com/map,https://www.google.com/maps/d/viewer?mid=1n0elDNzvK4vQYmWxCn2792ljSXNJK4x3,public_google_mymaps_embed_capture,2026-06-29T14:58:17.199Z
536B3922368A4CBB,njTOiP47MDE,Жилые дома. Видео и фото разрушенных домов Мариуполя/Residential buildings. Video and photos of destroyed houses in Mariupol,residential_damage,Point,47.1186888,37.6898728,9-го Травня (Мая) 15,0 | njTOiP47MDE | 536B3922368A4CBB | 9-го Травня (Мая) 15 | 9-го Травня (Мая) 15 | Обстрел 2 марта 22г 🌐 сайт проекта: https://www.mariupoldestruction.com/ 📩 Прислать свои материалы для карты на почту: t9036086711@gmail.com 💌 или в Телеграм: http://telegram.me/MariupolDestructionBot 💰 Поддержать проект можно тут: https://www.patreon.com/MariupolDestruction,1,0,3,https://mymaps.usercontent.google.com/hostedimage/m/*/6AE5a_GyatOdHSlBj-SAe3o3u7kkutG2vxdWZE7EUQynN0uSeIBFfkXxKgAb-DbciFdUsOiAIPN78ef5OWpIwoiiBIob2NmCQxiG67-dvQLPwFQfUJBmbEG8ppKBe7d4Xajy4b9wyoDrsJSkBLmWmOj3SRaJ0ZjLlHRwF15GfsBAOfW5dj2MYux4-p4xsIhqr6GfJZP_qUNN1fFf9XWRIMi09Ckf0GSi0ThvcMBC0Mqy-KVgScS2wP4mIiDYnmbnQGZFP0E6kZercXwB3FHFR?fife,,https://www.mariupoldestruction.com/ | http://telegram.me/MariupolDestructionBot | https://www.patreon.com/MariupolDestruction,https://www.mariupoldestruction.com/map,https://www.google.com/maps/d/viewer?mid=1n0elDNzvK4vQYmWxCn2792ljSXNJK4x3,public_google_mymaps_embed_capture,2026-06-29T14:58:17.199Z
44A02E8EAE000004,njTOiP47MDE,Жилые дома. Видео и фото разрушенных домов Мариуполя/Residential buildings. Video and photos of destroyed houses in Mariupol,residential_damage,Point,47.1195145,37.6885655,"9-го Травня, 17 (2 фото+видео)","0 | njTOiP47MDE | 44A02E8EAE000004 | 9-го Травня, 17 (2 фото+видео) | 9-го Травня, 17 (2 фото+видео) | 03.05.22г. Видео снято до 6 апреля 22г. 🌐 сайт проекта: https://www.mariupoldestruction.com/ 📩 Прислать свои материалы для карты на почту: t9036086711@gmail.com 💌 или в Телеграм: http://telegram.me/MariupolDestructionBot 💰 Поддержать проект можно тут: https://www.patreon.com/MariupolDestruction",2,0,3,https://mymaps.usercontent.google.com/hostedimage/m/*/6AE5a_Gz4BQgGtUDIj5PGsCodCPrYM4KB_nprtTHFBJ8J0cbZqUVm-bgtwvw7MQZ5UdSn2LdTR6huENXqCqQJP6KImdZx22rHYRIRJSaB8h1T-b51Q69rHVovHUVVqv6LiCoZO0LMcf2CaIp2QSFo5JrOhC3z0-KF_8u1d7rH4V-xCC2XUKoZP_39qrauVgdakmTACy3bMXgSZBavX8TBoKPi2bK8gn9gyRuY?fife | https://mymaps.usercontent.google.com/hostedimage/m/*/6AE5a_GzaGouMakM-saH4fErWJk8iejPoqMRrp_F0jmuf9EPf39lJqspVKDiOhBMw1BdVftwIY7FvHFr99-JZNjOwQ5lVGsgFZZU068lprsPkonK2cLe_CKaWEucnmavLX4DGTwswf3Y9xsibbpCPIpe78-oR0FUBqxZoqm8DpLX-KtjY9KULqHQBE8fHDEH_q3ZUO8VTd8rKycotYHCfXELKlKcs0BQeNwLrfCqPgqexyBLy0XQ3Vemn2cdtDh_lUGskbwTLkr3MtB6WZf7i?fife,,https://www.mariupoldestruction.com/ | http://telegram.me/MariupolDestructionBot | https://www.patreon.com/MariupolDestruction,https://www.mariupoldestruction.com/map,https://www.google.com/maps/d/viewer?mid=1n0elDNzvK4vQYmWxCn2792ljSXNJK4x3,public_google_mymaps_embed_capture,2026-06-29T14:58:17.199Z
